-40.120773473799915,130178.04473567358
-43.059742810426904,160615.24711140187
-38.56757583881537,115771.53922986025
-42.86260324415813,158438.52173274505
-43.79701004182627,168931.04718662065
-42.20120500348863,151283.60785348644
-37.64000213823998,107695.95776170692
-41.754557125788146,146568.9072205258
-44.143101565896046,172932.528781943
-45.64904532873586,191076.00024967256
-40.40960417626748,132982.1443074618
-41.572448982314626,144678.47125492862
-38.406393903406865,114340.92502259238
-47.52963321001879,215458.3494081225
-47.394858661529206,213645.48390700738
-41.85237941084136,147594.8236661741
-42.10222396355664,150226.87800138694
-42.40765906100942,153489.95449016575
-43.78132180322853,168752.4045596245
-46.81079942477037,205907.1675197863
-48.22494018433777,224972.41602011345
-49.62405441253149,244959.91702003917
-42.165875348175426,150905.15502593602
-44.27202819675693,174438.34000197385
-44.00982775761301,171383.52085239455
-45.672545865960956,191366.9037876951
-40.79074325634845,136742.2888685091
-41.8721938583054,147802.54667634369
-36.70585299165561,99953.18910223141
-49.90668709730603,249136.51366759537
-48.77619020193247,232711.44008716763
-39.95320611483769,128569.25795588162
-41.47806986139993,143706.6464456294
-45.2441992335322,186079.5278850597
-39.23521246479288,121824.11725918495
-47.3711881719747,213327.86430962643
-36.688533233110405,99812.89815617898
-39.37462134363331,123114.53789800941
-37.41669458747633,105809.4595768682
-48.30216470711567,226047.7962796765
-49.92320342926297,249382.0686749977
-39.22361039285844,121717.12859736572
-46.49063886685816,201747.47640152767
-39.45352070966274,123848.52058600506
-42.79647073244994,157712.69061109042
-48.246104393877026,225267.19260859687
-38.98206039932627,119505.44541246332
-45.56094971106575,189981.501706064
-44.983994113378465,182913.22994128068
-37.78686237255618,108948.87840466734
-45.0160432205589,183301.59496636046
-47.36976417224881,213309.36352422464
-36.19287938660541,95864.37487295354
-46.95012803222037,207735.32788750203
-46.687935956637915,204302.62220037123
-40.871522157168364,137549.58731752817
-36.790850931876726,100639.22980926631
-47.38071897873686,213453.61587927808
-40.35418117710367,132438.6832089374
-48.94911355495887,235178.02337520607
-49.98287875720802,250270.5728917964
-48.65500628647702,230996.7587151431
-42.33345238634348,152695.4779691069
-39.88636085963607,127930.70074574777
-47.2324912382477,211475.16209316067
-36.119511569571436,95286.73567590104
-38.51666259734327,115318.03895061123
-43.13662803910138,161468.99685839057
-46.1906105777184,197896.24178104723
-47.703159034131005,217809.6333057634
-37.66587322757187,107915.28226400095
-49.194482490217126,238704.60707740558
-47.03375034906945,208838.57612257844
-42.809584187214476,157858.62432832335
-43.52371427103611,165813.1970515672
-42.612373485081086,155704.5646531511
-37.20457691502299,104038.0585268393
-43.662049799368866,167386.9823650763
-44.73752809600487,179949.23292250597
-38.592285685163866,115990.34174993355
-49.04208928368101,236510.09354512786
-45.65385758169756,191133.3062625351
-42.28702606222452,152197.59173120346
-42.09999838699355,150204.47900406012
-41.575185908687615,144707.40822511315
-36.7415452938462,100240.02635222262
-42.944893316542476,159343.93511810398
-48.9693991270944,235466.80114604125
-44.798476578966785,180677.7770083453
-46.4456863589003,201165.2027938007
-38.43996191516296,114635.37502086259
-43.119604211800485,161279.55646873038
-43.775487756910834,168683.97785438094
-42.903959512994675,158892.50033352565
-42.0363693139375,149531.6936283769
-38.77770915263627,117655.35770658255
-36.16344655511837,95631.24634065095
-44.357529962677475,175440.7333081708
-46.04131057526744,196000.23508747903
-43.540562223428644,166008.87847452846
-26.617397357353394,202.92402781983088
-17.725231947743257,849.8965980183312
-18.38289135164357,784.1314979393933
-18.328050407574096,790.8891005498065
-21.633869930537468,512.6241375913219
-29.591392656665562,87.98562309859504
-25.27469853619701,273.73596554066404
-22.903206802388816,419.2700879646578
-24.039068612838463,346.4008793454759
-29.38000195411025,93.51810795835524
