-45.0,-45.0,1.0
-44.75,-45.0,1.0
-44.5,-45.0,1.0
-44.25,-45.0,1.0
-44.0,-45.0,1.0
-43.75,-45.0,1.0
-43.5,-45.0,1.0
-43.25,-45.0,1.0
-43.0,-45.0,1.0
-42.75,-45.0,1.0
-42.5,-45.0,1.0
-42.25,-45.0,1.0
-42.0,-45.0,1.0
-41.75,-45.0,1.0
-41.5,-45.0,1.0
-41.25,-45.0,1.0
-41.0,-45.0,1.0
-40.75,-45.0,1.0
-40.5,-45.0,1.0
-40.25,-45.0,1.0
-40.0,-45.0,1.0
-39.75,-45.0,1.0
-39.5,-45.0,1.0
-39.25,-45.0,1.0
-39.0,-45.0,1.0
-38.75,-45.0,1.0
-38.5,-45.0,1.0
-38.25,-45.0,1.0
-38.0,-45.0,1.0
-37.75,-45.0,1.0
-37.5,-45.0,1.0
-37.25,-45.0,1.0
-37.0,-45.0,1.0
-36.75,-45.0,1.0
-36.5,-45.0,1.0
-36.25,-45.0,1.0
-36.0,-45.0,1.0
-35.75,-45.0,1.0
-35.5,-45.0,1.0
-35.25,-45.0,1.0
-35.0,-45.0,1.0
-34.75,-45.0,1.0
-34.5,-45.0,1.0
-34.25,-45.0,1.0
-34.0,-45.0,1.0
-33.75,-45.0,1.0
-33.5,-45.0,1.0
-33.25,-45.0,1.0
-33.0,-45.0,1.0
-32.75,-45.0,1.0
-32.5,-45.0,1.0
-32.25,-45.0,1.0
-32.0,-45.0,1.0
-31.75,-45.0,1.0
-31.5,-45.0,1.0
-31.25,-45.0,1.0
-31.0,-45.0,1.0
-30.75,-45.0,1.0
-30.5,-45.0,1.0
-30.25,-45.0,1.0
-30.0,-45.0,1.0
-29.75,-45.0,1.0
-29.5,-45.0,1.0
-29.25,-45.0,1.0
-29.0,-45.0,1.0
-28.75,-45.0,1.0
-28.5,-45.0,1.0
-28.25,-45.0,1.0
-28.0,-45.0,1.0
-27.75,-45.0,1.0
-27.5,-45.0,1.0
-27.25,-45.0,1.0
-27.0,-45.0,1.0
-26.75,-45.0,1.0
-26.5,-45.0,1.0
-26.25,-45.0,1.0
-26.0,-45.0,1.0
-25.75,-45.0,1.0
-25.5,-45.0,1.0
-25.25,-45.0,1.0
-25.0,-45.0,1.0
-24.75,-45.0,1.0
-24.5,-45.0,1.0
-24.25,-45.0,1.0
-24.0,-45.0,1.0
-23.75,-45.0,1.0
-23.5,-45.0,1.0
-23.25,-45.0,1.0
-23.0,-45.0,1.0
-22.75,-45.0,0.0
-22.5,-45.0,0.0
-22.25,-45.0,0.0
-22.0,-45.0,0.0
-21.75,-45.0,0.0
-21.5,-45.0,0.0
-21.25,-45.0,0.0
-21.0,-45.0,0.0
-20.75,-45.0,0.0
-20.5,-45.0,0.0
-20.25,-45.0,0.0
-20.0,-45.0,0.0
-19.75,-45.0,0.0
-19.5,-45.0,1.0
-19.25,-45.0,0.0
-19.0,-45.0,0.0
-18.75,-45.0,0.0
-18.5,-45.0,0.0
-18.25,-45.0,0.0
-18.0,-45.0,0.0
-17.75,-45.0,0.0
-17.5,-45.0,0.0
-17.25,-45.0,1.0
-17.0,-45.0,1.0
-16.75,-45.0,1.0
-16.5,-45.0,1.0
-16.25,-45.0,1.0
-16.0,-45.0,1.0
-15.75,-45.0,1.0
-15.5,-45.0,1.0
-15.25,-45.0,1.0
-15.0,-45.0,1.0
-14.75,-45.0,1.0
-14.5,-45.0,1.0
-14.25,-45.0,1.0
-14.0,-45.0,1.0
-13.75,-45.0,1.0
-13.5,-45.0,1.0
-13.25,-45.0,1.0
-13.0,-45.0,0.0
-12.75,-45.0,0.0
-12.5,-45.0,0.0
-12.25,-45.0,0.0
-12.0,-45.0,0.0
-11.75,-45.0,1.0
-11.5,-45.0,1.0
-11.25,-45.0,0.0
-11.0,-45.0,0.0
-10.75,-45.0,1.0
-10.5,-45.0,1.0
-10.25,-45.0,1.0
-10.0,-45.0,0.0
-9.75,-45.0,0.0
-9.5,-45.0,0.0
-9.25,-45.0,0.0
-9.0,-45.0,0.0
